0001-043宇03	34	1334	大般若波羅蜜多經六百卷（043）	11729911
0001-044宇04		1334	大般若波羅蜜多經六百卷（044）	11730011
0001-045宇05	37	1371	大般若波羅蜜多經六百卷（045）	11730111
0001-046宇06		1371	大般若波羅蜜多經六百卷（046）	11730211
0001-047宇07	34	1405	大般若波羅蜜多經六百卷（047）	11730311
0001-048宇08		1405	大般若波羅蜜多經六百卷（048）	11730411
0001-049宇09		1405	大般若波羅蜜多經六百卷（049）	11730511
0001-050宇10		1405	大般若波羅蜜多經六百卷（050）	11730611
0001-051宙01	33	1438	大般若波羅蜜多經六百卷（051）	11730711
0001-052宙02	37	1475	大般若波羅蜜多經六百卷（052）	11730811
0001-053宙03	36	1511	大般若波羅蜜多經六百卷（053）	11730911
0001-054宙04	35	1546	大般若波羅蜜多經六百卷（054）	11731011
0001-055宙05	37	1583	大般若波羅蜜多經六百卷（055）	11731111
0001-056宙06	35	1618	大般若波羅蜜多經六百卷（056）	11731211
0001-057宙07	34	1652	大般若波羅蜜多經六百卷（057）	11731311
0001-058宙08	32	1684	大般若波羅蜜多經六百卷（058）	11731411
0001-059宙09	33	1717	大般若波羅蜜多經六百卷（059）	11731511
0001-060宙10	35	1752	大般若波羅蜜多經六百卷（060）	11731611
0001-061洪01	36	1788	大般若波羅蜜多經六百卷（061）	11731711
0001-062洪02	32	1820	大般若波羅蜜多經六百卷（062）	11731811
0001-063洪03	33	1853	大般若波羅蜜多經六百卷（063）	11731911
0001-064洪04	33	1886	大般若波羅蜜多經六百卷（064）	11732011
0001-065洪05	37	1923	大般若波羅蜜多經六百卷（065）	11732111
0001-066洪06	34	1957	大般若波羅蜜多經六百卷（066）	11732211
0001-067洪07		1957	大般若波羅蜜多經六百卷（067）	11732311
0001-068洪08	33	1990	大般若波羅蜜多經六百卷（068）	11732411
0001-069洪09	34	2024	大般若波羅蜜多經六百卷（069）	11732511
0001-070洪10		2024	大般若波羅蜜多經六百卷（070）	11732611
0001-071荒01	37	2061	大般若波羅蜜多經六百卷（071）	11732711
0001-072荒02	30	2091	大般若波羅蜜多經六百卷（072）	11732811
0001-073荒03		2091	大般若波羅蜜多經六百卷（073）	11732911
0001-074荒04	35	2126	大般若波羅蜜多經六百卷（074）	11733011
0001-075荒05	32	2158	大般若波羅蜜多經六百卷（075）	11733111
0001-076荒06	28	2186	大般若波羅蜜多經六百卷（076）	11733211
0001-077荒07		2186	大般若波羅蜜多經六百卷（077）	11733311
0001-078荒08	32	2218	大般若波羅蜜多經六百卷（078）	11733411
0001-079荒09	33	2251	大般若波羅蜜多經六百卷（079）	11733511
0001-080荒10	34	2285	大般若波羅蜜多經六百卷（080）	11733611
0001-081日01	35	2320	大般若波羅蜜多經六百卷（081）	11733711
0001-082日02		2320	大般若波羅蜜多經六百卷（082）	11733811
0001-083日03		2320	大般若波羅蜜多經六百卷（083）	11733911
0001-084日04		2320	大般若波羅蜜多經六百卷（084）	11734011
0001-085日05	32	2352	大般若波羅蜜多經六百卷（085）	11734111
0001-086日06	33	2385	大般若波羅蜜多經六百卷（086）	11734211
0001-087日07		2385	大般若波羅蜜多經六百卷（087）	11734311
0001-088日08	32	2417	大般若波羅蜜多經六百卷（088）	11734411
0001-089日09	34	2451	大般若波羅蜜多經六百卷（089）	11734511
0001-090日10	33	2484	大般若波羅蜜多經六百卷（090）	11734611
0001-091月01	37	2521	大般若波羅蜜多經六百卷（091）	11734711
0001-092月02	33	2554	大般若波羅蜜多經六百卷（092）	11734811
0001-093月03	32	2586	大般若波羅蜜多經六百卷（093）	11734911
0001-094月04	32	2618	大般若波羅蜜多經六百卷（094）	11735011
0001-095月05	31	2649	大般若波羅蜜多經六百卷（095）	11735111
0001-096月06	32	2681	大般若波羅蜜多經六百卷（096）	11735211
0001-097月07	33	2714	大般若波羅蜜多經六百卷（097）	11735311
0001-098月08	33	2747	大般若波羅蜜多經六百卷（098）	11735411
0001-099月09	35	2782	大般若波羅蜜多經六百卷（099）	11735511
0001-100月10		2782	大般若波羅蜜多經六百卷（100）	11735611
0001-101盈01	33	2815	大般若波羅蜜多經六百卷（101）	11735711
0001-102盈02	32	2847	大般若波羅蜜多經六百卷（102）	11735811
0001-103盈03	31	2878	大般若波羅蜜多經六百卷（103）	11735911
0001-104盈04	31	2909	大般若波羅蜜多經六百卷（104）	11736011
0001-105盈05	32	2941	大般若波羅蜜多經六百卷（105）	11736111
0001-106盈06	32	2973	大般若波羅蜜多經六百卷（106）	11736211
0001-107盈07	32	3005	大般若波羅蜜多經六百卷（107）	11736311
0001-108盈08	31	3036	大般若波羅蜜多經六百卷（108）	11736411
0001-109盈09	31	3067	大般若波羅蜜多經六百卷（109）	11736511
0001-110盈10	35	3102	大般若波羅蜜多經六百卷（110）	11736611
0001-111昃01	34	3136	大般若波羅蜜多經六百卷（111）	11736711
0001-112昃02		3136	大般若波羅蜜多經六百卷（112）	11736811
0001-113昃03	31	3167	大般若波羅蜜多經六百卷（113）	11736911
0001-114昃04		3167	大般若波羅蜜多經六百卷（114）	11737011
0001-115昃05	32	3199	大般若波羅蜜多經六百卷（115）	11737111
0001-116昃06		3199	大般若波羅蜜多經六百卷（116）	11737211
0001-117昃07	32	3231	大般若波羅蜜多經六百卷（117）	11737311
0001-118昃08		3231	大般若波羅蜜多經六百卷（118）	11737411
0001-119昃09		3231	大般若波羅蜜多經六百卷（119）	11737511
0001-120昃10	34	3265	大般若波羅蜜多經六百卷（120）	11737611
0001-121辰01	35	3300	大般若波羅蜜多經六百卷（121）	11737711
0001-122辰02	33	3333	大般若波羅蜜多經六百卷（122）	11737811
0001-123辰03	34	3367	大般若波羅蜜多經六百卷（123）	11737911
0001-124辰04		3367	大般若波羅蜜多經六百卷（124）	11738011
0001-125辰05	33	3400	大般若波羅蜜多經六百卷（125）	11738111
0001-126辰06		3400	大般若波羅蜜多經六百卷（126）	11738211
0001-127辰07	34	3434	大般若波羅蜜多經六百卷（127）	11738311
0001-128辰08		3434	大般若波羅蜜多經六百卷（128）	11738411
0001-129辰09	31	3465	大般若波羅蜜多經六百卷（129）	11738511
0001-130辰10	32	3497	大般若波羅蜜多經六百卷（130）	11738611
0001-131宿01	32	3529	大般若波羅蜜多經六百卷（131）	11738711
0001-132宿02	33	3562	大般若波羅蜜多經六百卷（132）	11738811
0001-133宿03	28	3590	大般若波羅蜜多經六百卷（133）	11738911
0001-134宿04	31	3621	大般若波羅蜜多經六百卷（134）	11739011
0001-135宿05	30	3651	大般若波羅蜜多經六百卷（135）	11739111
0001-136宿06	31	3682	大般若波羅蜜多經六百卷（136）	11739211
0001-137宿07	31	3713	大般若波羅蜜多經六百卷（137）	11739311
0001-138宿08	30	3743	大般若波羅蜜多經六百卷（138）	11739411
0001-139宿09	30	3773	大般若波羅蜜多經六百卷（139）	11739511
0001-140宿10	31	3804	大般若波羅蜜多經六百卷（140）	11739611
0001-141列01	32	3836	大般若波羅蜜多經六百卷（141）	11739711
0001-142列02	33	3869	大般若波羅蜜多經六百卷（142）	11739811
0001-143列03	32	3901	大般若波羅蜜多經六百卷（143）	11739911
0001-144列04	31	3932	大般若波羅蜜多經六百卷（144）	11740011
0001-145列05	32	3964	大般若波羅蜜多經六百卷（145）	11740111
0001-146列06	30	3994	大般若波羅蜜多經六百卷（146）	11740211
0001-147列07	31	4025	大般若波羅蜜多經六百卷（147）	11740311
0001-148列08	33	4058	大般若波羅蜜多經六百卷（148）	11740411
0001-149列09	30	4088	大般若波羅蜜多經六百卷（149）	11740511
0001-150列10	33	4121	大般若波羅蜜多經六百卷（150）	11740611
0001-151張01		4121	大般若波羅蜜多經六百卷（151）	11740711
0001-152張02	33	4154	大般若波羅蜜多經六百卷（152）	11740811
0001-153張03	32	4186	大般若波羅蜜多經六百卷（153）	11740911
0001-154張04	28	4214	大般若波羅蜜多經六百卷（154）	11741011
0001-155張05	29	4243	大般若波羅蜜多經六百卷（155）	11741111
0001-156張06	31	4274	大般若波羅蜜多經六百卷（156）	11741211
0001-157張07	31	4305	大般若波羅蜜多經六百卷（157）	11741311
0001-158張08	30	4335	大般若波羅蜜多經六百卷（158）	11741411
0001-159張09		4335	大般若波羅蜜多經六百卷（159）	11741511
0001-160張10	28	4363	大般若波羅蜜多經六百卷（160）	11741611
0001-161寒01		4363	大般若波羅蜜多經六百卷（161）	11741711
0001-162寒02		4363	大般若波羅蜜多經六百卷（162）	11741811
0001-163寒03		4363	大般若波羅蜜多經六百卷（163）	11741911
0001-164寒04		4363	大般若波羅蜜多經六百卷（164）	11742011
0001-165寒05	33	4396	大般若波羅蜜多經六百卷（165）	11742111
0001-166寒06		4396	大般若波羅蜜多經六百卷（166）	11742211
0001-167寒07		4396	大般若波羅蜜多經六百卷（167）	11742311
0001-168寒08		4396	大般若波羅蜜多經六百卷（168）	11742411
0001-169寒09		4396	大般若波羅蜜多經六百卷（169）	11742511
0001-170寒10		4396	大般若波羅蜜多經六百卷（170）	11742611
0001-171來01	34	4430	大般若波羅蜜多經六百卷（171）	11742711
0001-172來02	32	4462	大般若波羅蜜多經六百卷（172）	11742811
0001-173來03	32	4494	大般若波羅蜜多經六百卷（173）	11742911
0001-174來04	32	4526	大般若波羅蜜多經六百卷（174）	11743011
0001-175來05		4526	大般若波羅蜜多經六百卷（175）	11743111
0001-176來06	32	4558	大般若波羅蜜多經六百卷（176）	11743211
0001-177來07	35	4593	大般若波羅蜜多經六百卷（177）	11743311
0001-178來08	34	4627	大般若波羅蜜多經六百卷（178）	11743411
0001-179來09	37	4664	大般若波羅蜜多經六百卷（179）	11743511
0001-180來10	35	4699	大般若波羅蜜多經六百卷（180）	11743611
0001-181暑01	38	4737	大般若波羅蜜多經六百卷（181）	11743711
0001-182暑02	31	4768	大般若波羅蜜多經六百卷（182）	11743811
0001-183暑03	30	4798	大般若波羅蜜多經六百卷（183）	11743911
0001-184暑04	30	4828	大般若波羅蜜多經六百卷（184）	11744011
0001-185暑05	32	4860	大般若波羅蜜多經六百卷（185）	11744111
0001-186暑06	33	4893	大般若波羅蜜多經六百卷（186）	11744211
0001-187暑07		4893	大般若波羅蜜多經六百卷（187）	11744311
0001-188暑08		4893	大般若波羅蜜多經六百卷（188）	11744411
0001-189暑09	28	4921	大般若波羅蜜多經六百卷（189）	11744511
0001-190暑10	31	4952	大般若波羅蜜多經六百卷（190）	11744611
0001-191往01	31	4983	大般若波羅蜜多經六百卷（191）	11744711
0001-192往02	31	5014	大般若波羅蜜多經六百卷（192）	11744811
0001-193往03		5014	大般若波羅蜜多經六百卷（193）	11744911
0001-194往04	32	5046	大般若波羅蜜多經六百卷（194）	11745011
0001-195往05	33	5079	大般若波羅蜜多經六百卷（195）	11745111
0001-196往06	35	5114	大般若波羅蜜多經六百卷（196）	11745211
0001-197往07	31	5145	大般若波羅蜜多經六百卷（197）	11745311
0001-198往08	35	5180	大般若波羅蜜多經六百卷（198）	11745411
0001-199往09	33	5213	大般若波羅蜜多經六百卷（199）	11745511
0001-200往10		5213	大般若波羅蜜多經六百卷（200）	11745611
0001-201秋01	34	5247	大般若波羅蜜多經六百卷（201）	11745711
0001-202秋02	30	5277	大般若波羅蜜多經六百卷（202）	11745811
0001-203秋03	32	5309	大般若波羅蜜多經六百卷（203）	11745911
0001-204秋04	30	5339	大般若波羅蜜多經六百卷（204）	11746011
0001-205秋05	33	5372	大般若波羅蜜多經六百卷（205）	11746111
0001-206秋06	33	5405	大般若波羅蜜多經六百卷（206）	11746211
0001-207秋07	34	5439	大般若波羅蜜多經六百卷（207）	11746311
0001-208秋08	33	5472	大般若波羅蜜多經六百卷（208）	11746411
0001-209秋09	33	5505	大般若波羅蜜多經六百卷（209）	11746511
0001-210秋10	34	5539	大般若波羅蜜多經六百卷（210）	11746611
0001-211收01	38	5577	大般若波羅蜜多經六百卷（211）	11746711
0001-212收02		5577	大般若波羅蜜多經六百卷（212）	11746811
0001-213收03	32	5609	大般若波羅蜜多經六百卷（213）	11746911
0001-214收04	32	5641	大般若波羅蜜多經六百卷（214）	11747011
0001-215收05	30	5671	大般若波羅蜜多經六百卷（215）	11747111
0001-216收06	31	5702	大般若波羅蜜多經六百卷（216）	11747211
0001-217收07	32	5734	大般若波羅蜜多經六百卷（217）	11747311
0001-218收08		5734	大般若波羅蜜多經六百卷（218）	11747411
0001-219收09		5734	大般若波羅蜜多經六百卷（219）	11747511
0001-220收10		5734	大般若波羅蜜多經六百卷（220）	11747611
0001-221冬01		5734	大般若波羅蜜多經六百卷（221）	11747711
0001-222冬02	31	5765	大般若波羅蜜多經六百卷（222）	11747811
0001-223冬03	30	5795	大般若波羅蜜多經六百卷（223）	11747911
0001-224冬04	31	5826	大般若波羅蜜多經六百卷（224）	11748011
0001-225冬05	37	5863	大般若波羅蜜多經六百卷（225）	11748111
0001-226冬06	31	5894	大般若波羅蜜多經六百卷（226）	11748211
0001-227冬07	33	5927	大般若波羅蜜多經六百卷（227）	11748311
0001-228冬08	32	5959	大般若波羅蜜多經六百卷（228）	11748411
0001-229冬09	35	5994	大般若波羅蜜多經六百卷（229）	11748511
0001-230冬10	31	6025	大般若波羅蜜多經六百卷（230）	11748611
0001-231藏01	34	6059	大般若波羅蜜多經六百卷（231）	11748711
0001-232藏02	32	6091	大般若波羅蜜多經六百卷（232）	11748811
0001-233藏03	36	6127	大般若波羅蜜多經六百卷（233）	11748911
0001-234藏04	32	6159	大般若波羅蜜多經六百卷（234）	11749011
0001-235藏05	31	6190	大般若波羅蜜多經六百卷（235）	11749111
0001-236藏06	33	6223	大般若波羅蜜多經六百卷（236）	11749211
0001-237藏07	34	6257	大般若波羅蜜多經六百卷（237）	11749311
0001-238藏08	33	6290	大般若波羅蜜多經六百卷（238）	11749411
0001-239藏09	34	6324	大般若波羅蜜多經六百卷（239）	11749511
0001-240藏10		6324	大般若波羅蜜多經六百卷（240）	11749611
0001-241閏01		6324	大般若波羅蜜多經六百卷（241）	11749711
0001-242閏02	31	6355	大般若波羅蜜多經六百卷（242）	11749811
0001-243閏03	32	6387	大般若波羅蜜多經六百卷（243）	11749911
0001-244閏04	35	6422	大般若波羅蜜多經六百卷（244）	11750011
0001-245閏05	33	6455	大般若波羅蜜多經六百卷（245）	11750111
0001-246閏06	30	6485	大般若波羅蜜多經六百卷（246）	11750211
0001-247閏07	32	6517	大般若波羅蜜多經六百卷（247）	11750311
0001-248閏08	30	6547	大般若波羅蜜多經六百卷（248）	11750411
0001-249閏09	32	6579	大般若波羅蜜多經六百卷（249）	11750511
0001-250閏10	33	6612	大般若波羅蜜多經六百卷（250）	11750611
0001-251餘01	38	6650	大般若波羅蜜多經六百卷（251）	11750711
0001-252餘02	34	6684	大般若波羅蜜多經六百卷（252）	11750811
0001-253餘03	32	6716	大般若波羅蜜多經六百卷（253）	11750911
0001-254餘04	33	6749	大般若波羅蜜多經六百卷（254）	11751011
0001-255餘05	32	6781	大般若波羅蜜多經六百卷（255）	11751111
0001-256餘06	30	6811	大般若波羅蜜多經六百卷（256）	11751211
0001-257餘07	31	6842	大般若波羅蜜多經六百卷（257）	11751311
0001-258餘08	32	6874	大般若波羅蜜多經六百卷（258）	11751411
0001-259餘09	32	6906	大般若波羅蜜多經六百卷（259）	11751511
0001-260餘10	34	6940	大般若波羅蜜多經六百卷（260）	11751611
0001-261成01	34	6974	大般若波羅蜜多經六百卷（261）	11751711
0001-262成02		6974	大般若波羅蜜多經六百卷（262）	11751811
0001-263成03	33	7007	大般若波羅蜜多經六百卷（263）	11751911
0001-264成04		7007	大般若波羅蜜多經六百卷（264）	11752011
0001-265成05		7007	大般若波羅蜜多經六百卷（265）	11752111
0001-266成06	35	7042	大般若波羅蜜多經六百卷（266）	11752211
0001-267成07	31	7073	大般若波羅蜜多經六百卷（267）	11752311
0001-268成08	32	7105	大般若波羅蜜多經六百卷（268）	11752411
0001-269成09		7105	大般若波羅蜜多經六百卷（269）	11752511
0001-270成10	33	7138	大般若波羅蜜多經六百卷（270）	11752611
0001-271歲01		7138	大般若波羅蜜多經六百卷（271）	11752711
0001-272歲02	31	7169	大般若波羅蜜多經六百卷（272）	11752811
0001-273歲03	32	7201	大般若波羅蜜多經六百卷（273）	11752911
0001-274歲04	32	7233	大般若波羅蜜多經六百卷（274）	11753011
0001-275歲05	32	7265	大般若波羅蜜多經六百卷（275）	11753111
0001-276歲06	31	7296	大般若波羅蜜多經六百卷（276）	11753211
0001-277歲07	35	7331	大般若波羅蜜多經六百卷（277）	11753311
0001-278歲08	32	7363	大般若波羅蜜多經六百卷（278）	11753411
0001-279歲09	29	7392	大般若波羅蜜多經六百卷（279）	11753511
0001-280歲10		7392	大般若波羅蜜多經六百卷（280）	11753611
0001-281律01	38	7430	大般若波羅蜜多經六百卷（281）	11753711
0001-282律02	36	7466	大般若波羅蜜多經六百卷（282）	11753811
0001-283律03	37	7503	大般若波羅蜜多經六百卷（283）	11753911
0001-284律04	35	7538	大般若波羅蜜多經六百卷（284）	11754011
0001-285律05	31	7569	大般若波羅蜜多經六百卷（285）	11754111
0001-286律06	31	7600	大般若波羅蜜多經六百卷（286）	11754211
0001-287律07	31	7631	大般若波羅蜜多經六百卷（287）	11754311
0001-288律08	31	7662	大般若波羅蜜多經六百卷（288）	11754411
0001-289律09	29	7691	大般若波羅蜜多經六百卷（289）	11754511
0001-290律10	29	7720	大般若波羅蜜多經六百卷（290）	11754611
0001-291呂01	34	7754	大般若波羅蜜多經六百卷（291）	11754711
0001-292呂02	31	7785	大般若波羅蜜多經六百卷（292）	11754811
0001-293呂03	12	7797	大般若波羅蜜多經六百卷（293）	11754911
0001-294呂04	32	7829	大般若波羅蜜多經六百卷（294）	11755011
0001-295呂05	32	7861	大般若波羅蜜多經六百卷（295）	11755111
0001-296呂06	33	7894	大般若波羅蜜多經六百卷（296）	11755211
0001-297呂07	32	7926	大般若波羅蜜多經六百卷（297）	11755311
0001-298呂08	32	7958	大般若波羅蜜多經六百卷（298）	11755411
0001-299呂09	30	7988	大般若波羅蜜多經六百卷（299）	11755511
0001-300呂10	31	8019	大般若波羅蜜多經六百卷（300）	11755611
0001-301調01		8019	大般若波羅蜜多經六百卷（301）	11755711
0001-302調02	35	8054	大般若波羅蜜多經六百卷（302）	11755811
0001-303調03	38	8092	大般若波羅蜜多經六百卷（303）	11755911
0001-304調04	32	8124	大般若波羅蜜多經六百卷（304）	11756011
0001-305調05	31	8155	大般若波羅蜜多經六百卷（305）	11756111
0001-306調06	34	8189	大般若波羅蜜多經六百卷（306）	11756211
0001-307調07	35	8224	大般若波羅蜜多經六百卷（307）	11756311
0001-308調08		8224	大般若波羅蜜多經六百卷（308）	11756411
0001-309調09	32	8256	大般若波羅蜜多經六百卷（309）	11756511
0001-310調10	34	8290	大般若波羅蜜多經六百卷（310）	11756611
0001-311陽01		8290	大般若波羅蜜多經六百卷（311）	11756711
0001-312陽02		8290	大般若波羅蜜多經六百卷（312）	11756811
0001-313陽03		8290	大般若波羅蜜多經六百卷（313）	11756911
0001-314陽04		8290	大般若波羅蜜多經六百卷（314）	11757011
0001-315陽05	32	8322	大般若波羅蜜多經六百卷（315）	11757111
0001-316陽06		8322	大般若波羅蜜多經六百卷（316）	11757211
0001-317陽07	34	8356	大般若波羅蜜多經六百卷（317）	11757311
0001-318陽08	34	8390	大般若波羅蜜多經六百卷（318）	11757411
0001-319陽09	34	8424	大般若波羅蜜多經六百卷（319）	11757511
0001-320陽10		8424	大般若波羅蜜多經六百卷（320）	11757611
0001-321雲01		8424	大般若波羅蜜多經六百卷（321）	11757711
0001-322雲02	34	8458	大般若波羅蜜多經六百卷（322）	11757811
0001-323雲03	35	8493	大般若波羅蜜多經六百卷（323）	11757911
0001-324雲04	29	8522	大般若波羅蜜多經六百卷（324）	11758011
0001-325雲05	35	8557	大般若波羅蜜多經六百卷（325）	11758111
0001-326雲06	36	8593	大般若波羅蜜多經六百卷（326）	11758211
0001-327雲07	36	8629	大般若波羅蜜多經六百卷（327）	11758311
0001-328雲08	35	8664	大般若波羅蜜多經六百卷（328）	11758411
0001-329雲09	34	8698	大般若波羅蜜多經六百卷（329）	11758511
0001-330雲10	35	8733	大般若波羅蜜多經六百卷（330）	11758611
0001-331騰01	36	8769	大般若波羅蜜多經六百卷（331）	11758711
0001-332騰02	34	8803	大般若波羅蜜多經六百卷（332）	11758811
0001-333騰03	34	8837	大般若波羅蜜多經六百卷（333）	11758911
0001-334騰04	33	8870	大般若波羅蜜多經六百卷（334）	11759011
0001-335騰05	35	8905	大般若波羅蜜多經六百卷（335）	11759111
0001-336騰06	32	8937	大般若波羅蜜多經六百卷（336）	11759211
0001-337騰07	34	8971	大般若波羅蜜多經六百卷（337）	11759311
0001-338騰08	33	9004	大般若波羅蜜多經六百卷（338）	11759411
0001-339騰09	33	9037	大般若波羅蜜多經六百卷（339）	11759511
0001-340騰10	33	9070	大般若波羅蜜多經六百卷（340）	11759611
0001-341致01	39	9109	大般若波羅蜜多經六百卷（341）	11759711
0001-342致02	35	9144	大般若波羅蜜多經六百卷（342）	11759811
0001-343致03	32	9176	大般若波羅蜜多經六百卷（343）	11759911
0001-344致04	34	9210	大般若波羅蜜多經六百卷（344）	11760011
0001-345致05	32	9242	大般若波羅蜜多經六百卷（345）	11760111
0001-346致06	34	9276	大般若波羅蜜多經六百卷（346）	11760211
0001-347致07	34	9310	大般若波羅蜜多經六百卷（347）	11760311
0001-348致08	31	9341	大般若波羅蜜多經六百卷（348）	11760411
0001-349致09	33	9374	大般若波羅蜜多經六百卷（349）	11760511
0001-350致10	33	9407	大般若波羅蜜多經六百卷（350）	11760611
0001-351雨01	36	9443	大般若波羅蜜多經六百卷（351）	11760711
0001-352雨02	37	9480	大般若波羅蜜多經六百卷（352）	11760811
0001-353雨03	37	9517	大般若波羅蜜多經六百卷（353）	11760911
0001-354雨04	35	9552	大般若波羅蜜多經六百卷（354）	11761011
0001-355雨05	32	9584	大般若波羅蜜多經六百卷（355）	11761111
0001-356雨06	34	9618	大般若波羅蜜多經六百卷（356）	11761211
0001-357雨07	36	9654	大般若波羅蜜多經六百卷（357）	11761311
0001-358雨08	34	9688	大般若波羅蜜多經六百卷（358）	11761411
0001-359雨09	34	9722	大般若波羅蜜多經六百卷（359）	11761511
0001-360雨10	37	9759	大般若波羅蜜多經六百卷（360）	11761611
0001-361露01	34	9793	大般若波羅蜜多經六百卷（361）	11761711
0001-362露02	34	9827	大般若波羅蜜多經六百卷（362）	11761811
0001-363露03	34	9861	大般若波羅蜜多經六百卷（363）	11761911
0001-364露04	32	9893	大般若波羅蜜多經六百卷（364）	11762011
0001-365露05	31	9924	大般若波羅蜜多經六百卷（365）	11762111
0001-366露06	30	9954	大般若波羅蜜多經六百卷（366）	11762211
0001-367露07	33	9987	大般若波羅蜜多經六百卷（367）	11762311
0001-368露08	32	10019	大般若波羅蜜多經六百卷（368）	11762411
0001-369露09	34	10053	大般若波羅蜜多經六百卷（369）	11762511
0001-370露10	32	10085	大般若波羅蜜多經六百卷（370）	11762611
0001-371結01	35	10120	大般若波羅蜜多經六百卷（371）	11762711
0001-372結02		10120	大般若波羅蜜多經六百卷（372）	11762811
0001-373結03	34	10154	大般若波羅蜜多經六百卷（373）	11762911
0001-374結04	35	10189	大般若波羅蜜多經六百卷（374）	11763011
0001-375結05		10189	大般若波羅蜜多經六百卷（375）	11763111
0001-376結06	34	10223	大般若波羅蜜多經六百卷（376）	11763211
0001-377結07	33	10256	大般若波羅蜜多經六百卷（377）	11763311
0001-378結08	34	10290	大般若波羅蜜多經六百卷（378）	11763411
0001-379結09	33	10323	大般若波羅蜜多經六百卷（379）	11763511
0001-380結10		10323	大般若波羅蜜多經六百卷（380）	11763611
0001-381為01	36	10359	大般若波羅蜜多經六百卷（381）	11763711
0001-382為02	34	10393	大般若波羅蜜多經六百卷（382）	11763811
0001-383為03	33	10426	大般若波羅蜜多經六百卷（383）	11763911
0001-384為04	32	10458	大般若波羅蜜多經六百卷（384）	11764011
0001-385為05	32	10490	大般若波羅蜜多經六百卷（385）	11764111
0001-386為06	32	10522	大般若波羅蜜多經六百卷（386）	11764211
0001-387為07	32	10554	大般若波羅蜜多經六百卷（387）	11764311
0001-388為08		10554	大般若波羅蜜多經六百卷（388）	11764411
0001-389為09	31	10585	大般若波羅蜜多經六百卷（389）	11764511
0001-390為10	34	10619	大般若波羅蜜多經六百卷（390）	11764611
0001-391霜01	35	10654	大般若波羅蜜多經六百卷（391）	11764711
0001-392霜02	31	10685	大般若波羅蜜多經六百卷（392）	11764811
0001-393霜03	35	10720	大般若波羅蜜多經六百卷（393）	11764911
0001-394霜04	34	10754	大般若波羅蜜多經六百卷（394）	11765011
0001-395霜05		10754	大般若波羅蜜多經六百卷（395）	11765111
0001-396霜06	36	10790	大般若波羅蜜多經六百卷（396）	11765211
0001-397霜07	35	10825	大般若波羅蜜多經六百卷（397）	11765311
0001-398霜08	30	10855	大般若波羅蜜多經六百卷（398）	11765411
